Gold,Silver,Platinum,Palladium
283.6,5.96,354.0,194.0
285.5,5.838,342.5,188.0
287.85,6.05,347.5,187.75
290.0,6.01,355.0,190.0
288.9,6.085,355.0,181.0
290.45,6.055,353.0,182.0
292.5,6.03,353.0,185.0
0.0,6.268,0.0,0.0
293.05,6.24,363.5,198.0
290.2,6.203,363.0,203.0
0.0,5.995,0.0,0.0
288.0,5.94,367.5,201.5
284.4,5.88,364.0,202.5
282.8,6.02,359.5,201.0
281.6,6.095,358.0,203.25
281.65,6.064,363.5,208.5
278.7,5.74,361.6,216.5
278.9,5.533,361.0,226.0
279.5,5.59,360.5,232.0
282.5,5.7,375.0,241.5
282.5,5.795,384.5,237.0
290.0,5.893,379.0,227.0
287.25,5.765,376.0,231.0
288.4,5.8,374.5,230.5
291.0,5.795,377.0,233.25
293.8,5.88,383.0,236.0
291.0,5.825,379.0,230.0
302.75,5.938,385.0,234.5
298.9,6.048,385.0,229.0
300.0,6.018,384.25,227.0
302.5,6.158,393.0,235.25
304.85,6.048,386.5,235.0
301.5,6.25,389.0,239.0
298.35,6.385,387.0,238.5
298.15,7.05,389.0,238.0
298.5,7.546,404.0,243.0
299.1,7.81,398.5,240.0
300.6,7.19,396.0,236.0
299.5,7.135,389.5,234.0
298.45,7.09,389.0,234.0
299.45,7.0,395.5,242.0
299.15,7.08,388.5,238.0
298.2,7.09,385.5,238.0
299.3,7.215,387.0,237.5
298.15,6.715,378.0,230.0
298.0,6.69,379.5,231.0
296.7,6.765,384.0,235.0
292.7,6.475,377.0,234.0
291.4,6.39,374.0,236.0
292.25,6.34,379.0,243.0
293.0,6.048,378.0,240.5
297.4,6.37,383.5,233.0
298.35,6.605,388.0,234.5
297.0,6.498,384.0,234.5
296.75,6.39,388.0,239.5
293.7,6.32,383.0,237.0
294.9,6.31,383.0,237.0
293.85,6.064,383.0,241.5
294.4,6.118,387.0,247.5
294.1,6.313,391.0,256.25
293.85,6.175,388.0,259.0
294.55,6.235,392.0,273.0
294.2,6.118,400.0,280.0
293.8,6.073,397.0,276.0
290.4,5.8,399.0,266.0
291.5,5.845,411.0,270.0
292.4,5.933,413.5,275.25
293.0,6.323,418.0,288.0
300.3,6.46,422.0,293.5
299.25,6.338,409.0,278.0
299.6,6.36,415.5,281.0
301.95,6.375,412.0,272.0
301.85,6.35,406.75,270.0
301.0,6.345,407.0,266.0
301.0,6.465,410.0,270.5
300.3,6.454,405.0,272.0
306.0,6.73,412.0,280.0
310.6,6.635,416.5,283.0
309.2,6.385,413.0,272.0
308.8,6.46,418.0,283.0
307.65,6.41,419.0,286.5
309.5,6.41,429.0,318.0
307.2,6.24,422.0,314.0
306.3,6.07,408.0,296.5
308.45,6.275,413.0,314.5
307.45,6.274,414.0,326.5
307.5,6.23,413.5,337.0
312.8,6.31,421.0,380.0
312.75,6.32,421.0,383.0
313.15,6.315,409.0,383.0
309.65,6.215,408.0,370.0
308.45,6.135,409.5,372.0
308.25,6.105,400.0,366.0
310.7,6.215,403.0,365.0
306.9,6.17,397.0,363.0
303.8,6.235,399.0,358.0
301.0,6.078,398.0,355.0
298.1,5.88,394.0,323.0
300.4,6.008,396.0,325.5
298.9,5.79,395.5,321.0
299.35,5.788,388.0,333.0
299.1,5.46,389.0,372.0
296.15,5.56,402.0,388.0
300.9,5.663,403.0,392.0
300.3,5.42,405.0,417.0
299.7,5.253,393.0,395.0
299.6,5.21,389.0,385.5
300.6,5.34,380.5,363.0
299.8,5.31,379.0,352.0
297.95,5.28,378.0,351.0
292.75,5.085,375.0,338.0
294.0,5.175,369.0,297.0
293.6,4.957,361.0,285.0
288.75,5.143,362.5,282.0
291.45,5.118,366.0,273.0
292.4,5.19,357.0,258.0
292.8,5.175,359.5,282.0
290.7,5.23,356.5,290.0
291.7,5.255,356.75,294.0
297.6,5.46,364.0,298.0
293.0,5.355,354.0,278.0
290.3,5.308,352.5,268.0
288.15,5.165,346.0,270.0
285.85,5.093,345.5,272.0
287.0,5.135,351.0,276.0
290.9,5.28,358.0,284.0
292.45,5.318,357.0,293.0
297.75,5.295,360.0,292.0
295.15,5.31,355.0,295.0
294.45,5.36,354.0,305.0
293.85,5.335,351.0,303.0
293.15,5.293,351.0,296.5
293.65,5.39,351.0,295.0
293.65,5.305,349.0,296.0
296.3,5.358,357.25,297.0
296.8,5.525,364.0,293.0
294.05,5.445,365.0,295.0
294.6,5.343,366.0,287.0
293.25,5.32,364.0,289.0
293.75,5.345,378.0,296.5
292.0,5.33,374.0,297.0
291.8,5.335,382.5,298.0
290.6,5.295,376.0,295.0
291.5,5.268,375.5,293.0
293.35,5.33,376.0,295.0
293.15,5.32,383.0,300.0
294.95,5.363,393.0,325.0
293.8,5.285,394.0,340.0
294.85,5.39,394.0,347.0
294.9,5.423,384.0,329.0
293.95,5.65,383.0,318.0
293.3,5.673,379.0,310.0
294.6,5.833,383.0,309.0
290.65,5.625,376.0,304.0
290.6,5.64,378.5,307.0
290.75,5.67,380.0,307.0
290.0,5.54,378.0,301.0
288.85,5.525,377.5,307.5
286.15,5.408,371.0,303.0
286.1,5.385,375.0,294.0
287.9,5.473,376.0,293.0
287.8,5.42,380.0,293.5
285.7,5.41,379.5,290.5
285.6,5.285,377.0,291.0
284.8,5.2,375.0,288.0
285.05,5.245,375.5,289.0
283.4,5.105,369.0,284.0
284.4,5.14,371.25,280.0
284.15,5.13,365.0,280.0
284.25,5.12,367.0,279.0
285.5,5.1,369.0,281.0
285.3,5.103,371.0,282.0
283.5,5.16,369.0,288.0
284.5,5.16,367.5,290.0
283.05,5.073,366.0,290.0
283.15,4.965,360.0,283.0
278.5,4.975,355.0,275.5
273.4,4.785,350.0,272.5
279.0,4.73,363.0,279.0
280.15,4.848,367.0,280.0
279.15,4.81,363.0,279.0
285.0,4.98,366.0,283.0
288.25,5.04,368.25,282.0
285.4,5.01,361.0,277.0
283.45,4.85,357.0,280.0
290.5,4.98,363.0,288.0
293.35,5.053,365.0,290.5
290.2,4.96,362.0,291.0
290.65,4.93,369.5,288.0
288.25,4.95,365.0,290.0
290.5,4.943,358.0,288.0
290.1,4.995,357.5,288.0
292.95,5.005,357.5,280.0
288.9,4.895,353.0,275.5
288.9,4.88,353.0,278.0
292.7,5.06,356.5,284.0
298.1,5.185,359.5,286.0
292.25,5.14,352.0,286.5
296.0,5.355,349.0,279.5
293.85,5.385,350.0,280.0
297.6,5.36,354.0,283.0
300.8,5.305,351.0,281.0
298.75,5.155,344.0,280.0
294.65,5.088,341.0,279.5
298.0,5.13,347.0,283.0
300.25,5.22,356.0,282.0
298.7,5.013,351.0,282.5
296.45,4.845,344.0,281.5
295.55,4.865,343.0,278.0
295.3,4.803,339.0,277.0
298.15,4.82,341.0,275.5
297.95,4.96,343.0,277.0
298.55,4.9,337.0,275.0
295.4,4.855,335.0,271.0
295.25,4.89,338.75,275.5
292.9,4.88,338.0,274.0
292.25,4.865,337.0,275.75
291.45,4.86,338.0,277.0
293.0,5.0,342.0,281.0
293.15,5.06,339.25,280.0
294.0,5.045,337.5,277.5
292.3,5.055,334.25,275.0
292.7,5.035,336.0,273.0
288.6,4.96,339.0,273.0
289.4,4.925,344.0,274.0
290.6,4.95,346.0,275.0
293.3,5.035,343.5,273.0
292.05,4.995,337.5,273.0
292.25,5.0,337.5,272.0
293.5,4.988,338.5,272.0
294.45,4.985,343.5,275.75
297.1,5.128,349.5,277.0
294.85,5.035,347.0,278.0
293.8,4.95,347.5,277.5
296.5,4.955,353.0,288.0
296.35,5.01,358.5,296.0
295.6,4.96,357.75,300.0
295.5,4.915,352.5,285.0
296.45,4.918,351.0,275.5
296.3,4.915,353.5,275.0
296.4,4.92,350.0,275.0
296.15,4.935,351.0,273.5
294.7,4.925,354.0,274.0
293.3,4.875,349.5,272.0
294.15,4.875,346.5,271.0
292.85,4.69,346.0,271.5
292.3,4.783,347.0,272.0
295.55,4.76,347.0,271.5
294.4,4.78,346.0,271.0
294.2,4.82,351.0,286.0
293.95,4.835,353.0,300.0
290.8,4.835,350.0,292.0
291.4,4.785,349.0,291.0
292.55,4.87,353.0,297.0
294.1,4.943,355.5,322.0
293.3,5.018,355.0,330.0
291.6,4.935,349.0,310.0
289.65,4.95,347.0,306.0
287.25,4.89,345.0,310.0
285.8,4.89,345.0,306.75
0.0,4.905,0.0,0.0
286.95,4.915,354.0,327.0
287.8,5.03,360.25,330.0
0.0,5.005,0.0,0.0
287.15,4.995,362.75,337.0
287.15,4.91,360.5,332.0
287.65,5.153,360.0,324.75
289.95,5.29,357.75,315.0
290.9,5.21,358.0,316.0
291.15,5.255,359.5,316.0
289.8,5.355,358.5,316.0
285.45,5.185,353.0,311.0
285.65,5.14,353.5,312.0
285.95,5.105,350.0,312.0
286.75,5.13,354.0,317.0
286.5,5.125,353.0,322.5
286.0,5.13,353.5,321.5
287.75,5.153,353.5,320.5
287.0,5.135,351.25,320.0
287.7,5.095,352.0,324.0
287.1,5.15,352.0,325.0
283.8,5.08,349.5,330.0
283.55,5.088,342.0,329.0
285.4,5.238,344.5,335.0
286.9,5.275,346.5,342.5
288.55,5.28,349.0,338.5
286.85,5.54,354.5,346.0
287.25,5.62,352.5,357.0
289.4,5.69,355.0,352.0
288.85,5.575,353.0,345.0
287.0,5.53,355.0,347.0
288.2,5.525,360.0,359.0
287.3,5.495,359.5,357.0
289.15,5.64,368.5,356.75
289.2,5.75,369.0,357.0
285.3,5.665,362.5,353.0
285.75,5.385,364.0,347.0
285.7,5.463,370.0,351.0
286.35,5.6,377.0,351.0
287.2,5.575,374.5,350.0
286.7,5.505,381.0,346.0
287.4,5.5,383.0,350.0
286.45,5.42,377.0,354.5
287.05,5.58,378.0,351.0
286.7,5.62,379.5,351.0
288.25,5.485,376.0,350.0
285.95,5.345,372.0,350.0
287.7,5.223,372.0,345.0
287.9,5.295,374.25,346.5
289.5,5.245,376.5,347.0
292.95,5.315,375.0,346.0
291.8,5.24,369.0,345.5
294.0,5.285,369.0,349.0
292.5,5.308,365.5,349.0
289.7,5.205,364.25,349.5
283.0,5.055,364.25,349.5
284.7,5.043,367.75,348.0
283.7,5.04,367.5,349.0
283.7,5.035,370.5,352.0
284.3,5.07,373.0,356.0
284.1,5.13,373.75,353.5
284.25,5.095,374.0,355.0
283.4,5.055,370.0,363.0
279.8,5.058,368.5,366.0
280.15,5.093,369.0,368.0
279.6,5.115,361.0,362.0
279.45,5.025,361.0,362.0
280.55,5.01,359.0,349.0
278.5,4.945,354.25,359.0
280.15,4.958,355.5,364.5
281.0,4.978,357.25,363.0
280.6,4.915,356.7,363.0
283.2,4.98,360.5,365.0
283.45,4.89,359.5,366.25
283.4,4.94,357.5,368.0
283.65,4.88,360.0,368.0
284.2,5.02,362.0,371.0
284.2,5.065,365.5,379.0
284.35,5.145,364.0,384.0
283.25,5.115,359.5,379.0
283.4,5.153,357.0,370.5
283.3,5.183,356.5,363.0
281.5,5.145,354.0,352.5
281.05,5.098,356.0,352.0
283.0,5.205,353.0,338.5
283.0,5.275,346.0,332.0
286.6,5.44,350.0,295.0
285.3,5.325,347.0,285.0
286.0,5.295,350.5,286.0
287.95,5.43,353.5,312.0
282.4,5.273,354.5,326.0
278.0,5.375,354.0,331.0
279.45,5.383,354.0,328.0
277.55,5.4,356.0,335.0
277.85,5.365,355.5,337.0
276.0,5.47,356.25,344.0
276.1,5.36,355.5,339.0
275.05,5.375,355.0,342.0
272.5,5.285,354.5,335.0
274.0,5.315,356.0,328.0
273.3,5.305,359.5,329.5
272.2,5.145,356.0,330.0
271.7,5.085,358.0,330.0
269.5,5.05,359.5,340.0
268.95,4.955,363.5,339.0
268.6,4.935,364.0,338.0
266.85,4.88,362.5,340.8
267.15,4.98,363.0,342.5
264.75,4.96,364.0,342.0
265.3,4.903,367.0,343.5
265.6,4.98,365.0,344.0
262.35,4.98,362.75,346.0
261.3,4.928,366.5,350.0
258.6,5.02,367.5,348.0
259.7,5.09,366.0,343.0
260.35,5.115,362.75,334.0
260.0,5.073,360.0,340.5
258.7,5.01,354.5,337.5
258.15,5.048,350.5,337.0
258.95,5.065,351.0,338.0
259.3,4.97,350.0,337.25
258.55,5.02,344.5,331.0
259.15,5.07,347.5,328.0
260.15,5.1,348.0,329.0
260.7,5.125,348.0,329.0
260.3,5.073,345.75,324.0
262.0,5.15,348.5,322.0
261.0,5.218,349.0,321.0
262.6,5.31,351.0,320.0
263.1,5.24,347.5,318.0
261.8,5.27,346.5,315.0
257.6,5.258,345.0,315.0
257.1,5.175,346.5,317.5
257.2,5.225,352.5,329.0
257.3,5.215,353.0,331.0
256.0,5.228,352.0,333.0
254.65,5.089,348.0,335.0
255.25,5.12,347.0,338.0
253.3,5.05,347.5,337.0
255.65,5.11,349.5,337.0
253.95,5.05,348.5,336.0
252.8,5.05,352.0,337.0
254.5,5.025,352.0,337.0
253.95,5.115,352.0,341.0
255.3,5.13,353.0,343.0
253.5,5.115,352.0,341.0
254.6,5.16,352.0,342.0
254.1,5.15,343.5,339.0
253.9,5.323,345.0,341.0
255.6,5.448,343.75,337.0
255.35,5.36,344.0,331.75
256.0,5.41,350.5,335.0
255.85,5.52,353.75,341.0
256.0,5.455,354.25,340.0
255.75,5.385,349.0,338.0
256.5,5.358,352.5,345.5
256.5,5.28,349.75,341.0
257.75,5.34,350.5,341.5
260.3,5.395,352.5,341.0
260.45,5.34,350.0,339.0
259.0,5.258,344.5,337.0
259.65,5.235,347.0,337.5
261.3,5.24,353.0,340.0
258.0,5.205,352.0,342.0
258.25,5.188,357.5,345.0
255.9,5.245,351.0,344.0
253.4,5.13,348.0,342.5
252.85,5.11,347.0,340.0
253.15,5.075,348.5,340.0
253.8,5.12,348.5,338.0
254.8,5.078,349.0,341.0
254.7,5.195,347.5,340.0
254.2,5.143,349.5,345.0
254.4,5.19,351.0,349.0
254.6,5.135,351.5,354.0
255.6,5.16,355.0,355.0
256.15,5.165,353.0,351.25
256.9,5.188,357.0,355.0
256.0,5.2,361.0,359.0
256.3,5.19,366.0,366.0
256.75,5.135,373.5,367.0
257.15,5.13,372.0,363.0
255.9,5.1,377.0,368.0
255.1,5.098,374.0,364.0
255.4,5.115,375.5,362.0
258.85,5.14,380.0,363.0
263.4,5.255,382.5,368.0
264.35,5.26,376.0,363.0
270.0,5.25,374.0,359.5
281.1,5.318,383.5,365.0
301.5,5.44,399.0,377.0
307.0,5.71,409.0,385.0
299.0,5.575,393.0,377.0
307.5,5.673,410.0,383.0
312.75,5.605,412.0,390.0
325.5,5.71,412.0,388.0
318.25,5.473,405.0,380.0
323.5,5.578,425.0,390.0
323.25,5.555,421.0,392.0
317.75,5.52,425.0,395.5
320.25,5.565,432.0,393.0
321.75,5.55,430.0,385.5
321.0,5.65,437.0,377.0
315.75,5.38,419.0,377.0
311.75,5.345,413.0,376.0
309.5,5.23,409.0,377.0
307.0,5.24,428.0,385.0
302.85,5.173,428.0,386.0
302.4,5.21,432.0,390.0
302.0,5.24,430.0,393.0
296.4,5.263,425.0,393.0
290.6,5.185,414.0,389.0
296.25,5.21,422.0,392.0
299.1,5.29,418.0,395.0
291.35,5.195,414.0,394.0
290.75,5.21,413.0,392.0
291.0,5.22,415.0,393.0
290.6,5.22,423.0,394.5
289.7,5.21,422.0,395.0
288.25,5.055,416.0,396.0
290.75,5.078,429.0,401.0
295.75,5.11,434.0,408.0
296.0,5.125,457.0,415.0
291.25,5.075,444.0,415.0
290.9,5.07,452.0,415.0
294.25,5.095,453.5,411.0
293.65,5.168,448.0,406.0
293.6,5.1,442.0,399.0
293.75,5.13,424.0,394.0
294.9,5.135,430.0,400.0
297.25,5.173,435.0,404.0
297.5,5.25,434.0,398.0
298.4,5.198,445.0,401.0
296.85,5.198,442.0,397.0
292.25,5.22,439.0,396.0
291.35,5.18,437.0,394.0
289.15,5.19,435.0,397.0
286.0,5.16,433.0,401.0
282.75,5.085,437.0,402.0
276.1,5.07,434.5,405.0
279.25,5.135,436.5,407.5
280.95,5.14,438.0,409.0
279.0,5.09,438.0,407.0
280.65,5.108,442.0,413.0
279.5,5.115,444.0,417.0
279.25,5.103,448.0,428.0
280.05,5.185,437.0,427.0
280.3,5.16,440.0,434.0
284.15,5.2,441.0,443.0
284.25,5.2,431.0,440.0
282.75,5.175,436.0,438.0
285.75,5.165,440.0,437.0
287.3,5.198,440.0,444.0
0.0,5.19,0.0,0.0
290.9,5.19,445.0,454.0
290.25,5.33,443.0,444.0
281.5,5.303,433.0,443.0
280.45,5.285,420.0,433.0
279.4,5.14,414.0,433.0
282.1,5.135,418.0,438.0
281.6,5.145,418.0,449.0
282.25,5.155,420.0,448.0
282.25,5.145,421.0,448.0
282.1,5.09,423.0,440.0
283.3,5.095,429.0,439.0
285.35,5.125,433.0,438.0
285.8,5.13,434.0,436.0
287.65,5.103,444.0,441.0
288.1,5.13,444.0,445.0
287.75,5.18,442.0,454.0
287.2,5.21,455.0,465.0
288.0,5.268,461.0,476.0
285.9,5.2,456.0,475.0
285.55,5.295,462.0,476.0
286.75,5.37,494.0,486.0
283.3,5.26,495.0,484.0
283.0,5.243,488.0,486.0
285.6,5.208,497.0,497.0
285.05,5.2,502.0,511.0
293.65,5.23,512.0,514.0
312.7,5.448,522.0,540.0
296.25,5.27,515.0,567.0
308.6,5.363,548.0,580.0
309.0,5.36,540.0,571.0
311.5,5.36,541.0,588.0
308.35,5.235,539.0,607.0
304.25,5.24,549.0,650.0
302.5,5.23,555.0,695.0
304.75,5.285,573.0,735.0
303.55,5.23,512.0,670.0
305.25,5.24,523.0,785.0
302.25,5.24,509.0,774.0
302.0,5.255,493.0,755.0
298.75,5.22,475.0,700.0
294.0,5.15,465.0,670.0
292.5,5.078,476.0,720.0
293.65,5.095,490.0,722.0
292.9,5.125,474.0,696.0
289.9,5.035,463.0,670.0
288.5,5.02,465.0,655.0
288.8,5.09,473.0,652.0
289.75,5.05,470.0,650.0
291.2,5.065,474.0,700.0
290.5,5.05,473.0,700.0
290.25,5.11,477.0,705.0
290.65,5.093,478.0,693.0
288.75,5.08,483.0,693.0
289.15,5.08,483.0,710.0
287.35,5.115,485.0,712.0
283.9,5.06,485.0,712.0
285.75,5.065,487.0,703.0
285.15,5.035,495.0,680.0
287.8,5.13,496.0,663.0
284.75,5.105,485.0,645.0
284.85,5.08,479.5,615.0
284.15,5.09,480.0,615.0
280.65,5.065,477.0,620.0
279.75,5.05,480.0,615.0
275.75,4.94,480.0,605.0
276.75,4.935,482.0,573.0
277.5,5.04,508.0,585.0
276.85,4.99,511.0,585.0
281.3,5.11,521.0,590.0
279.35,5.095,514.0,582.0
280.15,5.085,495.0,572.0
282.25,5.08,488.0,554.0
282.5,5.118,493.0,555.0
280.4,5.095,495.0,560.0
281.4,5.1,500.0,560.0
282.0,5.13,510.0,570.0
281.75,5.135,505.0,575.0
281.1,5.085,501.0,583.0
281.35,5.103,492.0,575.0
279.85,5.095,487.0,565.0
279.5,4.96,476.0,572.0
276.2,4.97,470.0,572.0
276.0,4.975,486.0,577.0
275.05,4.938,525.0,600.0
275.45,5.005,527.0,600.0
275.6,5.0,502.0,575.0
280.0,5.0,510.0,575.0
280.75,5.075,509.0,575.0
277.9,4.985,504.0,575.0
276.3,4.99,509.0,578.0
277.6,5.025,511.0,575.0
276.75,5.0,512.0,574.0
276.65,4.97,514.0,570.0
275.05,4.98,508.0,567.0
276.0,5.005,505.0,568.0
273.1,5.04,512.0,570.0
272.8,4.965,520.0,570.0
273.15,4.98,538.0,573.0
274.0,4.978,547.0,560.0
274.05,4.995,544.0,568.0
273.7,4.98,563.0,566.0
273.35,4.968,555.0,563.0
271.3,4.915,545.0,564.0
273.15,4.94,548.0,566.0
272.25,4.9,551.0,568.0
272.5,4.895,553.0,572.0
281.6,4.91,556.0,590.0
283.25,5.03,566.5,600.0
288.4,5.005,560.0,615.0
284.1,5.045,554.0,630.0
285.75,5.055,547.0,640.0
284.4,5.035,552.0,647.0
284.6,5.01,546.0,642.0
291.5,5.088,551.0,663.0
287.15,4.995,540.0,656.0
287.4,5.06,542.0,669.0
290.1,5.05,542.0,682.0
285.9,5.04,555.0,687.0
286.2,4.99,570.0,687.0
286.05,5.02,563.0,683.0
287.65,4.93,572.0,660.0
285.8,4.955,560.0,658.0
284.05,4.94,579.0,661.0
283.8,4.955,564.0,656.0
288.0,4.935,575.0,650.0
289.75,4.978,572.0,660.0
288.15,5.018,558.0,638.0
287.65,4.995,553.0,625.0
286.5,4.99,548.0,626.0
286.85,4.99,532.0,616.0
284.9,4.97,536.0,637.0
282.85,4.985,543.0,656.0
284.1,4.975,550.0,668.0
282.85,4.975,550.0,674.0
279.95,4.955,551.0,665.0
280.8,4.955,556.0,663.0
280.25,4.96,560.0,683.0
282.45,5.005,574.0,705.0
282.75,5.015,576.0,712.0
279.2,4.99,571.0,705.0
279.35,4.96,575.0,723.0
279.3,4.988,578.0,775.0
279.75,4.925,575.0,770.0
279.7,4.92,566.0,766.0
279.4,4.965,566.0,765.0
279.85,4.935,560.0,762.0
278.1,4.95,564.0,770.0
276.75,4.95,582.0,822.0
277.6,4.978,592.0,842.0
277.6,4.96,608.0,852.0
275.5,4.958,582.0,810.0
273.95,4.948,572.0,808.0
273.2,4.92,564.0,737.0
273.1,4.925,575.0,770.0
272.0,4.87,578.0,790.0
272.2,4.875,578.0,790.0
272.7,4.9,568.0,790.0
275.45,4.91,566.0,738.0
274.15,4.865,574.0,762.0
276.35,4.845,572.0,755.0
277.2,4.87,568.0,748.0
275.6,4.853,568.0,740.0
274.6,4.835,570.0,738.0
273.4,4.828,573.0,740.0
273.15,4.81,574.0,738.0
272.6,4.76,573.0,724.0
273.65,4.86,577.0,720.0
274.0,4.885,590.0,720.0
273.3,4.893,598.0,715.0
277.0,4.91,588.0,716.0
277.0,4.94,592.0,725.0
276.65,4.955,612.0,718.0
275.0,4.943,598.0,720.0
274.15,4.95,608.0,734.0
272.7,4.91,607.0,758.0
272.75,4.89,609.5,765.0
272.55,4.865,610.0,754.0
274.65,4.855,610.0,755.0
272.5,4.88,595.0,745.0
273.1,4.865,582.0,719.0
272.6,4.868,586.0,722.0
273.0,4.855,594.0,722.0
271.85,4.848,595.0,720.0
271.4,4.855,593.5,720.0
269.5,4.82,588.0,723.0
273.95,4.883,585.0,732.0
272.85,4.893,580.0,714.0
274.85,4.898,576.0,715.0
276.15,4.9,565.0,715.0
276.4,4.938,575.0,711.0
273.65,4.888,569.0,712.0
273.1,4.883,573.0,714.0
272.1,4.88,570.0,719.0
271.35,4.885,570.0,727.0
270.4,4.875,576.0,734.0
270.0,4.855,580.0,742.0
270.0,4.86,582.0,732.0
270.5,4.865,582.0,735.0
272.75,4.885,585.0,737.0
274.0,4.853,585.0,736.0
273.25,4.883,585.0,735.0
271.6,4.86,581.0,733.0
270.25,4.845,573.0,735.0
272.0,4.84,578.0,738.0
270.3,4.83,584.0,745.0
270.45,4.815,588.0,750.0
271.45,4.83,586.0,750.0
270.2,4.78,576.0,751.0
266.8,4.78,578.0,750.0
266.4,4.75,579.0,752.0
263.8,4.718,576.0,752.0
264.75,4.755,579.5,752.0
264.5,4.74,584.0,758.0
265.5,4.75,586.0,773.0
264.85,4.75,596.0,786.0
264.65,4.71,598.5,790.0
265.7,4.73,590.0,772.0
265.5,4.74,595.0,778.0
264.1,4.715,598.0,778.0
264.65,4.723,599.0,783.0
264.85,4.725,598.0,779.0
264.85,4.67,592.0,775.0
264.95,4.663,591.0,779.0
264.6,4.66,592.0,782.0
266.7,4.67,586.0,776.0
265.25,4.653,593.0,781.0
266.15,4.645,596.0,783.0
266.15,4.648,591.0,784.0
266.15,4.62,586.0,785.0
265.7,4.62,588.0,782.0
265.55,4.615,586.0,783.0
268.15,4.62,589.0,792.0
269.95,4.693,599.5,799.0
269.1,4.695,598.5,800.0
269.1,4.63,605.0,811.0
269.2,4.685,607.0,828.0
270.7,4.665,616.0,868.0
270.8,4.693,613.0,870.0
271.6,4.71,599.0,850.0
273.9,4.745,605.0,875.0
272.95,4.71,603.0,902.0
270.7,4.66,612.0,915.0
270.75,4.66,620.0,932.0
269.6,4.65,622.0,925.0
269.3,4.638,612.0,915.0
270.35,4.61,609.0,937.0
270.2,4.575,604.0,935.0
269.55,4.57,602.0,917.0
272.45,4.61,606.0,935.0
273.1,4.605,611.5,950.0
0.0,4.6,0.0,0.0
275.05,4.63,613.0,970.0
274.45,4.595,619.0,956.0
0.0,4.575,0.0,0.0
271.1,4.59,608.0,965.0
267.15,4.525,618.0,987.0
267.1,4.495,632.0,991.0
267.4,4.52,618.0,977.0
268.3,4.57,625.0,1030.0
267.0,4.55,632.0,1038.0
266.3,4.53,636.0,1063.0
264.15,4.545,637.0,1055.0
263.7,4.56,633.0,1055.0
263.5,4.6,639.5,1050.0
264.45,4.605,632.0,1049.0
263.5,4.668,626.0,1020.0
264.9,4.725,613.0,1032.0
264.9,4.82,620.0,1068.0
266.15,4.775,622.0,1080.0
266.1,4.805,618.0,1065.0
264.25,4.765,611.0,1064.0
264.9,4.778,610.0,1060.0
263.55,4.785,615.0,1090.0
262.85,4.785,608.0,1075.0
264.95,4.798,602.0,1050.0
264.5,4.79,604.0,1050.0
267.65,4.798,600.0,1056.0
266.7,4.745,598.5,1060.0
265.45,4.72,602.0,1075.0
262.7,4.66,606.0,1075.0
263.15,4.63,604.0,1074.0
262.95,4.58,600.0,1040.0
259.9,4.57,597.0,1015.0
261.1,4.555,593.0,975.0
260.75,4.57,592.0,975.0
260.25,4.55,595.0,975.0
258.55,4.515,595.0,975.0
257.45,4.5,600.0,980.0
259.45,4.495,602.0,974.0
256.25,4.498,605.0,968.0
257.5,4.42,606.0,935.0
258.85,4.425,600.0,893.0
260.45,4.45,600.0,851.0
263.2,4.435,604.0,853.0
268.3,4.463,609.0,844.0
266.7,4.43,610.0,839.0
266.35,4.51,604.0,792.0
263.1,4.42,591.0,770.0
262.5,4.4,576.0,756.0
261.85,4.42,583.0,770.0
260.65,4.42,588.0,775.0
263.65,4.46,600.0,810.0
269.8,4.505,600.0,815.0
272.5,4.51,593.0,785.0
269.3,4.415,588.0,788.0
263.85,4.45,592.0,795.0
262.05,4.42,590.0,800.0
260.7,4.35,586.0,803.0
260.55,4.325,583.0,805.0
261.55,4.335,580.0,787.0
262.0,4.335,583.0,779.0
261.15,4.34,578.0,774.0
262.85,4.345,575.0,770.0
262.2,4.35,577.0,771.0
262.0,4.365,579.0,768.0
260.15,4.428,577.0,754.0
260.15,4.36,567.0,742.0
257.7,4.33,563.0,738.0
255.95,4.295,555.0,725.0
257.1,4.325,576.0,710.0
259.45,4.325,582.0,697.0
258.1,4.345,572.0,685.0
258.8,4.35,570.0,683.0
259.0,4.35,580.0,682.0
256.65,4.325,577.0,677.0
257.7,4.33,588.0,663.0
259.25,4.365,596.0,650.0
260.55,4.405,625.0,735.0
258.85,4.325,628.0,745.0
263.1,4.375,618.0,710.0
263.85,4.43,620.0,692.0
262.6,4.42,612.0,720.0
263.4,4.43,608.0,710.0
263.5,4.435,606.0,710.0
263.5,4.38,597.0,705.0
264.6,4.4,596.0,685.0
263.15,4.365,594.0,682.0
264.0,4.338,598.0,675.0
263.95,4.385,603.0,670.0
266.4,4.385,612.0,670.0
266.6,4.36,612.0,673.0
265.2,4.325,603.0,670.0
267.85,4.323,608.0,665.0
268.45,4.395,605.0,655.0
269.05,4.345,606.0,652.0
268.35,4.34,605.0,630.0
266.6,4.34,606.0,638.0
270.9,4.335,612.0,638.0
274.0,4.42,610.0,640.0
273.0,4.45,613.0,655.0
291.25,4.585,616.0,655.0
284.15,4.515,614.0,647.0
283.15,4.52,612.0,643.0
286.05,4.625,617.0,647.0
276.25,4.568,616.0,660.0
275.75,4.52,622.0,663.0
271.0,4.513,614.0,653.0
267.5,4.425,607.0,645.0
